BASE	EXPONENT	MODULUS	SELF(ms)	GMP(ms)	DIFFERENCE
5237149642597009772297786295043198855243284369765376160817296038761110073815992118544581386718305391188548050532595427530060180761769152958630093105581180954048622241593716048736364961194298136262263679289692405906728780089399225256170859495176778120288160936892115530117298362332889223021622881350266390085457423361282481870586874270729110020729052346448774498136025603514957159087959308313710450491127968698879616010987634158484453151449472765510574851586708418044811904155620371192495094317101913717133829514595237789819498544337549026884300222516848923027844967123444484014993145621573422620836980657114312051318737357787067960151555033530878696791826183895259989023126858712987144014034953406839377296228266178341914744649547795816373641277745236202733220128631100544414967881688228346	1048	40	-34191	0	34191
22493386439212245479411398910407545990494544491770261803848323117629316123695832070942732173965450419695300446762052743240746533283646879058937890849906247270696911321503221348433029634249819596920174181477861393268957336825945628762991063719995331765286005319936356082107499510094117478068720576244682466305018278537134652251883529319645377614217161905069548208773042926515403645123854416586167293272821763712599622608229865371103207209919620524310595729724966363790363390819875988863146950732388172914103592620426100984618067991049379055264694231555388933377415431153389253715990334108823442219281440069690559993952650623708907820580360072559307408863993579946623542271648845831492434008722289883258908212305307386761427334289998764220210410604351442110534406265239490086750082504741338018531018004	1036	36	-33381	0	33381
96608359132706486336795799649810444060789995458570215592886514734658673802119089396206986576068592186500789703737205626046091415078638837170605497695564976693732493254068477250168883125301816662672050432070983632111166293686692919811203553817632051204573340935608666174062401152190256450287152115533185686684675466999212052970172512828934027170633215024210766162175599655787789896046144588702748490591610280782654922244289492219371178407316176940644381605445985607179649363527033998942876373037730450643267947460837045313728001072261503763469238347970246681416322101809546404268024957249509989369959445719104916013952592201343761313271282251546412341481352937824709539680405340842405930938900413794828668672517119993367553755056004072206218655784421039155182491991981111530307807283165811728872164289390640846	1076	38	-38493	0	38493
414929742995197282783608800926104109840330466418547598891116831024781121702833464454009393790925619693782024455724827142295168416389115073843219785120254939142583266698764728733995363500017572695564320579007544250468754667801877360983869758045705608085039904951897263071779456411889870223836368145192246127005983795135143025275910606078412089239445070140321088877647632730797414719637430715365675832404329847938880175092646291838645668944404347091816952161534483677323296813095826237339752594368148459576177996909341350407731824444816091423881298206561277477735634387873984226925562009898443516369283464209842816672753063199196102094130168046377086432793195061790648853626555230941866563339011851449656385871680764371621380285487532138568531694419169589465844272017340768272400545094667772720799164587671882204244099868	1072	30	-38740	0	38740
1782109676302057414623663644835391664455411135100088185056672654166593083271865560364348842408810998153327329590010332551410886727203359652537254008431642390799865411428040393510821569648207570152751321151297186693036133968056407472828506994329738459969039578623347198045201265813724498165061400839016876748273362796411403193842537429726318734894450089441105207668605927990594068222191773899961462381114173745694143358885669593542654857048259512959586518752187116570349376631147598203472971433542351417952462517400410176901684451528898469400116249183204139386855917829731741223865131458933843184109313137734861378909997940724368391984966185326173797512612074721739536024945945714033044166736968462932684367756425335528395818820548093950900783882269799102233547257343406544617474760594171307820993350888172058845992801335382068391	1036	39	-36014	0	36014
7654102777602482813322947502272166502186996475489116441534404956223035428392467258673592122481301099313657274172107466610393997151698903248973429387858812320052673223285018147495949263730437738825692648765614484823396586339076978779048446157153484125800430162716896917657374566407749547572950726435524446425896917678530082879023646834330437196843757146053821785031950866631332518625906530340560856587219664279818166545149541907327315392037829701882312267723134394142190255924765589232864765927006636771045053794900592646778309326628316124977956028840048491158371659342761125009635754330861623503342006815594373141511905282838508793831538289641791553128795008464579607457356677009563292959458850582479267609004283709960286921177395356314254296515112701392583246024360426950364418926857395295312715464298151545964526582386891111407113164271	1060	35	-38489	0	38489
32874121110025424971624132608583840817959862338693020720326165345798248846794996728753850504900414593081006038721707044489054191441263940293409024793818898380028116491384058630261606380197509048020539370995928981660376673964375990682499086244591090772767997371601030767941628695943464507784619544260020150007731348896490947317576087564103157817825851364067460022524571287260430856399579406165540621339854629649918418138098589921352282376279897364401960830730458605453481123006738442221323898047188628106589545791658736988930918320040399704329769864794041084579351433490411886256553249723341036448318865975986935444414413184441025318914863487383270275537221037243412588417864642363309422502942817109499004978705513658184981785233442869831989302159895822235358698632150053068412194572895928849112375012114016483169482447474346942606643582318593817211	1076	35	-40947	0	40947
141193275052302417981627377558234765187207498185348599377251242613292009811054225366424770752620368414124068815088241401373304782211951728464288405840705311488968139890972797592720155327373243381912310134707925925369901593718249549028934294970402191762005916106440386308199060486052307925871678354399211064584220290664394307889048222079455366397888757432026730334530457035204171963105465857636097730814195335740591534971186655335923264901079325322343016366260311501504468672667294796966571735935913422460908501270668704960123808187820778128864431168496748233948684323732038181041568073244270799400273523546671009057023130498205419785447308886615654450961273185683655058689437021105150119978785863243407477328081357576785819485933332851412779067398614719267895225454204412093494826338176702418480569305917304618417861537148357917453123178386644297632011703764	1048	37	-39584	0	39584
606420498764771574732811915470862651969295522272051580684700053399450757036589037231408006826801788642134260047257468173051553527040735214084791006997804698418611225617681171286360594811108253910761809968379896361454264047758160851446021354630694701584536025035681114167321141445520526686940450824775709250590569986063187664032016910398205912170629536616631749784619452482135039264298094457391631622906780419561580582395686986979414316715680377361207913387080795721734347746962560241762385611082696101357033851405896531854404740277667267572744805486336599147155356112656980654996862091141875702791951197087637913571234144605332464668447528399224407988515504095033033878816092626298281542479361496417563602725970893219576903488643196633100313490950430014959831056080354695640467173467668373156498151180376242616574474564308486355563831664230211301514380510356199132696	1036	30	-40210	0	40210
2604556209818702310387847115066471531115954264317701153865892016920094625834591790301023773353658418492270894544130240295017290920633409404289735946050478323503078131766418030029893005576817248062386076259958448976315459084869882974068176027456451901066061606862087618433486574437900827817104466591907897766491166776140566806528148127079256729846702231500067855000195592216196017895836216089615923284464026358670147259458108940529362315528033351155326767053912606534505739973095479574799299602541154906835161611353249225874490593039954873394620240517697068184893745935095423579316181664076527439588446283519455284678125217438437762958057617566700064075635233677120956549175145028457868765949292382075056833707981436225990947440670836952063157530979688871389265139550265365855840284205194576080683849204179759013548835802088797752408884638318010555173859565679664585796319774654	1020	36	-39255	0	39255
11186483741765040512275444435058444092258069949076266209755470182539285063184928444852987101872479149379385120839704210831720656258638224996403257996762424764602628731269544150043136361331575696196667565262283532672159575348742235788970032112296658979275762136993875503458351588465853638365790753427768999151191005976405487532941555509249059654679493177743012459006710142171914058388047282677289395707617898098970248530876604581578820072927736214409412280689964913907818048708725004659198977556620058818926945983636867728468254097766251402545714435363163017089200720026167782912430262290803543394278992487168804227426917695490979085236257687132651873845957799068552331814944263673283535663612089175354305718117090682765740784449736145010059581322053870542872043859841265894472309071260656057583120989647347691468353470668845314834554464741412643782254530428690923408244579549300788163757	1044	31	-41884	0	41884
48045581828116558316338120392441213224892817223362948780689620591109379581600561270743719130452118309026357790595537643835729178038508893855041710723945088245628788836432664685263387661187556627313118776985453435106272865816095697447547045446383949766054140143863767039649154970530492189503682171151467749597017130118002116588919703591593336735601476560261353603954360705179881290499297556400625276491821650399337788717107062889404796259492962012203269700144171620621534077922508924868707234162321140924887618812878898033648959524124036426447974644839891041514806207292042891817715608419703260439345106232219713788225157732217441834109723199663339811921506488795571527209725936539553614610463580238382352272098699181145167498425002098647319492789673817531853194290695844767998754638668651258823797452146512907997676375490785873297235076795152401885680953339064376130451325933517304830363757977594	1076	33	-45942	0	45942
206354202669052511244749049563645696403477343079649392151184996765462973661824573993088475262701405831191028312602650543811352815988357127712539512275236638114809663008568188129340383150970484236457905498916039971512300243132327370943525235613644785704509382883295614514655855912464307724701749396673828646917905753008595711608189202895907121810923740715633086941675715505335087939856758515713401036483331599929901142596932630840608864840065401384583396266386943595580808058026691454579218664525783255721799515276629210663040988700540459499106760545024547179509470960097120941386354531591367745611557822925029452206907322344315438238283518418166522702337661288428770138994547030560354185190528856522924086952215206267160474234177515522421603059594956852806780907751672570361647358541810154137077441483497397940291876876724741275150424342059228057434848425281383494718931474604293494496475168297426146846762	1036	38	-44861	0	44861
886284551855736447102869419602941336584080009204066062435618648753529254176445908989447131287807546658189163331238448728586375538187499780293852494329931911364094595886581335801492363685527660456870234998502955127474101205986194658568101549911298845961796119208896849040669813838922440444874185012701825217620336405982172188243020192218229580431405761923627744350021857532814316222968792749558559560628412070822281299966858159375656063215765169447898805548740426824416220734477910092500413605371034432109533792381774852916055522376326811073476077753383565653202219095878855427011125613846323303310888369075960557065461974771764858741335566781838867288581797982926790972482953818590633779570048967710235227750424625671348475619643074627333139864853878689336209805830626579003534297621860860659466712190975047854651371879991387370832410029666701801688283637300641707451999395490495100047916835113541301682138334826939	1056	38	-46291	0	46291
3806563165170404150302058104953134346035151993778842728384476201924119311267106592622667838002151776438916547089271552467051263247689710672369281732995082993215557037983202962511403650023079330165650077834404801231856775766704865486039882345675940244288455997421929358867125824372580093591242315464207683909187427808211608307544527425844929742972689318767943211661592654988608735018253208887955931749767159052593334011470021678389198570055819994394623745749303467203948802346499723481717611301542042831600379928086576939709668701926519858168550406989135567824372408691426372436924899539617883357562954065888028332382100912776307132496095982689621901746143016557549333589042322568325088895166233257434020307655185417371483747005820340717283223416541268789450365064637051272008540076700222971194822521660882336887762603706097045519392625374280874018435455808578181853319936893443446333554050839740484337470053935429604482685481	1040	43	-45386	0	45386
16349064304565132092650008082265447628915325079669324975138736201354384715494267135860353232490267857433449911421665310309133293204314054893528235878224085584666607356560486521316792703904155368275053346878623124916205365274002722946620439226365930363269169299262246909556553025197271221115004936930087060941865436370629817928465655357779038413485386445276835107271746272449885769443327495220827255154458003745718713566868231993092637818039711770387812306218277406420368668136584372427020394447363068330754867132306679812640790809769174985928482453745827091116069367054422425208508266330744265357475561974139310885502541196145987697722271093328908186605009550253460889671531079390838982301031744324186666099178879812426632976385536285032308626543506134885034827767877061323151879862132789257189712775057741239436994805529495206308014659766116113427476383784696527319149797982123438828145755805006717356634109032026246963349141941035663	1044	38	-46545	0	46545
70218696508308225839851826687465775156992065170388345262616885047588353259250141824007805956553585085956657866010149373635419144417307911880852535149546286145648117659700300654904431518879758825244190057499030003024424784271575774070683540202397211838854481785418587404022465105712143843130930858993266565178071006444624002925194457220868149180247460156385700452116802024982165178694887717391049358953844554693307374784890565551673777326853360883081915092193838898031183857909707140718736740876444371918805465326082494837635603923535963873464092333748160052814330071566164168439548984836204539049903287798149538001210214962339738403335488036693824432855181288106283031954290168231233030984854168930215352695245181248287003032971018631635099854383036370506589305084024657731523811648781318668889949236506403135012398142271061874481695866384035716109637536167616290120518936858226962401942585503706004107059066930650947321203875266410137096099292	1072	32	-50241	0	50241
301587005070933222269945729108525517418570185638318610522496052656783380918974368617475314232111644815737194407974741563839009852524638457890311487065991768233816558072372848474181915379060170710791175510966693414712685537658273132019470597534797245649464021371400522570794026478334840596295102285413267381650067389045465327580318528204099749457212050558739629003894078669404974425764538708586647439828527135875438484776720013983383071679621487580522505010021362959736613457885303090324644236497954954154530240961586291125733748816796249516365758803772664527011180417526014603614898242861498411986089533055928115032707081684379048083521178433799223904278751536567639394363399239447484033834903326884534246063183508162985134048463334738679424880269503468504340017839252437014488319276779601938636584593895170759470122575585365918091340696737819177186833568253929140344476732354773792061765011608100974438660375207420918735989451617694826150622872354053574	1028	42	-46714	0	46714
1295306323678244349849315790215992332094237290397227316622282018449978533603305339074305208714242867504359196113045596610740443525615105210862760992201561638369453798184126185314974826907702876419025173104998037561449549620574459525859116651645532392055326251718810314158870188476606192898460603080824841248690589952146382239059394891899462037040519508486885233550898124533145560938375073549905725136345651896433556621775806322207292980303998078817214325610037906173414519575410850091992081018593606098974886715173012712666961475171618587168246750836427675562292328519629857951744391331458001137036188951403122192992402886182008605586334937896548167699058672317267759290712046472818217034803067252290672155033389917206570188472326101757728836088846233063384706410683645802065527209467774762526342329659917199664259658751250434674395323033282787252379079457445609481280921739696698506383185136893854053879778269566962062477348352898973573225330806790242634722917288	1068	37	-51368	0	51368
5563298298500049909299593846954083842531520352319746173970538454131526413728233468826331785350127325332483884742381156399938647287051815164254742405770218276924982828583806152265052340631844664704842710686705345470605405974296512396440572322266586208386276473742554087339833207816379659569955738976579537867517886667414916721475354862257644769082571915801166523006429396297595452237896012278439713343769715846982504727491329597910361883096043886566765890317808056335131866227941406908664579465841906109803277566972956582696844475554017819273345044500717512009343961783498333927867706920038010881101245914752943131194170772607737264583871462767865411556180567587845562228808396153986395117509267649077017991726251482418366635817196808096613466237739121380031209100447803721919128613662234170944806644389795174625897414388740816032312321003305090768693844464314316420889083060732745044087827407272386184810669583521574140412919916500558288971057053945386848039803775965839063	1036	36	-49421	0	49421
23894184249950160214809521838750619317314893762371707552224589128005302029522928180461730521724088771738970611415560451904397586504366670387910986845687449190174272694129021419181996126742024811059384935223389160784631947980406537349570844931657760358583698389938472528635711265666122210972573323071921625083782903931581496181300190003391169009195118301934075854962645854831195950800093384584713014719105734918002798088740652746581834227422483719784993219403308648364716981296455224076942827839384135847907662143759298239110866504902778015180255450654246362614619562275199176690679024236076143811221995668717494668226800894189284187948226981655663582363376004460514296871464930531583747058636381529696596859667848701658403690572402525170542845844289687307008430545760895940669735752497114554501617958697672151156838429450601635479133897967049272761851562610740628092314382989274721760663296865927371227644037813087101443512802977236948616872407537245544282399478924030589590374101818	1076	42	-54838	0	54838
102624739918134227752567231166831695467613315243100879332480822351819929931403403017239918770369978810019687824734956406440368552617585810508489322261313792909460185761869958199870180436355667592320637410659534899850879915972619326701009298616557435804722217463513594962684803383734762551266414775555945635610020832350052347657433202823151199989701756389657909345047803248129950209254026120537292939764125757838867259427632409372261553794472993951568974028918963278920423314964118868138821233231913204247984638935263436432891559756779255234746988705485729930956748071453815815772591917127138421034991269192995289863088480151246532020887552227395867019428902327309059028403376992244064088701979453025825336314769711596298904814574172365755298345467993715333667520790330479500835671393937057345950058711692780640548589621246337271906993382173477512132736057819627375994989143889353648721548399306697356133982513536596461499321880144524126752299424177253514614625550386152650794254803715823348990	1020	42	-50583	0	50583
440769901708892225535491837902814051969630616143256566361847442548252405136389139342153175304435592809247556323366017633647066707679386250607614769477547506539848186861316314273329456419766601733264198424656824185430164515925628039638374507750012230886901366370390963616121570889330943496014774844183966723298972484822173657076697817429969275618924580487339753264713094507360709306854398744037427124658618083949150516926828876963547263105406214577194551342480305517188144324246797952112773584721455595755662298137324720623844147869796615524475119324542585848147570957405210103150843257215001792410365972829447082244005339803948988663128825710157204094012132092970696211526039277647100911103044841209888062880137073077455750819213014477185956732507942822091635729531869482488087613307162393983332060216000385650458123922178045342626396130123515313201544579335264646804773832879812163837322585503414218365119889875559101288910601397962877884084719640935552370874782194525806425032806650360561625869140428	1044	35	-54892	0	54892
1893092312900826621063593531067519579578807881535616603461388467885982982014133773004134842155105714854091020776775046374273460715813355999711765563472645546874994083374250457315208020356354802397426647561555779899644396287800243598507410177386401075259242443338543411465168045329822037636207364288573632884121368052715092232777136089536296809068091231883643982312651971732071477748302471239384224500392079835115783997182224451546843279188027092404209065445345807720411445751568017037044136650231337053286765977320011392011747332901764529849106525064608016377066239443894786413041658344560548738983902864693699804000625226507327957960413067460009166602579416766541171714855436949905762242399380879017982301890980296864834524655645105637088222276592634481121521773484480817026781008736956884719478367736024352292105329663269953835785486125221458710755831024931039077531494508895362742304294368939327764219592514134647849751022480471942441534185549751147060276602452436611448823542580290389918791300545717821593372	1024	42	-51970	0	51970
8130769572218049228834318952172156562130649305862515571061263868321843164563260764821846819830301204721022346043505340526387889535159114058767418521534024814428134588285903042681862410867446142069489845835800221548746844085765850036422681125532151373377681015874177008519168197835831185147591775093782059725211433481190525145401418761099722599896608078084603381340042665619163471263350833489135831407505922069243364641297810171925228496149973796638047948834483919569871471167062773893675387421298583478219669182194926655037890442628303436394728339972695717398931902837233334508919070475493056325749903074300153715424295311401565883786436987391781158418294024255048399552824339067635239113056965446029966582528559332414835615847701390493759159344744031410898865418867765072669384388679120086432201723605686154154175029891043144144128417379287925920110617693380973493295777325709164064253819994951370955547948810654730255157363296187791431983719002176957562374548247208641685756293057210678884296731693164996587898581823269	1064	30	-57605	0	57605
34921389403988431618761420102012400596142930847924605449998892326868766794240351108029779357492747944106191779942050430762179410563969037038739884620333308329221306998974378266145491187047396171229828647268843737541422165131575345020075824266797060745178625019499647102504940798828152917185827607186381279471301853486992736644564738370924145561228024676702785843986499904078970699953927633210179967197007584213724898599376865684834993748291399367817370689523989751590492355585941566252378370214607189890079407441466275480506413091919527543279774366987097639187670708016966782836835628002961846394181756379289018295520239126315861394052083509212464414595567922287663638976521560728308484047719713175700759507933047318717311675281896788944420881486128404401007364937542392335726069369829773409282999724161253231732196295241852747424045463068279669594545811695430236822348238868819199663468599521387023364442709901644162793602610690717325674839081518803785535178564824535239328905587706911722790012230581830367076975998295724667510626	1052	33	-59820	0	59820
149986225421011245764912639364660244346884791733425729881448605780126695465113069172545265334527244977107329645955135375306272922056803930038000489495144935893489914706970860195028068626224785357387730139703603572474815644569627643821142128666136554569467584136998346588799880409383031903400125927559442171915877631270817365277946327457915522482217931585119438312013775353526316157644347891388406453385500363261914313825239844095350941305276016162850682012214505790520328651779621944420982382289518382064352889804156687475701729748060612662157855484468686414269853697350037345402543126400342921398786168328885705311205090353626237653522667592728449376251749292772184833652511015166962880384293871464135063968933490791511342314374718289363702047642413374558989101861881657695544520358046205879960906624049603660664092518316117960634023507895436995890259841205647179801520647864774496691491840867278517909069328293177055827823210936850884554014985185940267914589793441594831317182486672845482542120405788972478415287027257089183578614393448118	1020	43	-54492	0	54492
644185933033727131808518290368257967621239059974834659885751718930440723759212141038267695691437016797656249511268565120193128183884329933797484139613639050442555722972269267762633736551679101054599972941700488477128098977055710725109341915988880604545982634000536282204968646247011213562428172061149469224381904089446107503057665426475053985391878757702853427803988609044886366172438854592759765750846072540806041860233685789745670998548976041672611089373756774907087438382565248450532048988125651054557228629111944817567831723918550650809691486095287244085368529348823092262882578683119067050592885167069715076433519365417549765729403636505447737479792862275247663039004735038421865550896502089991687736673437302948658369653300365742030164944112399346243856615317194428824630439849814664711314995708802814804314159007686007630601346391306099684977152422920407847762162953647938693704817657975797510942803066815882954718066897843484070388165906867537929702641284087045086589935383123827198779746085357885872237723688522258627625489064854544848914064	1076	39	-61906	0	61906
2766757514923104096105467391349499767424648677589697447216586729182027007412386324485499237488002094389736241100914470664075794753719071312534039466719277797199271156823532419946378989315741552916185994147088512636490029109105331934381069553254221696173704341216240978531767104336306299995900653351697882486478763878379690480132893008820249427092581008330863558299628174204316738746905577035602592284504765892805575268910683384497589096343515553271397767787218468884373986465532878681149824203869563618031208722430716514410523515861476012947140852628897453072627265660811357358671310132143140256327619202847922405320105992651049628260250204374369758312903804326420863052953309379167215992409499957309947740856673048070932064737603929326858331080448422940209144603700602738275187458441049136596303187723688428897273952647755215410239231564227316872292772163650312517120236672140660587275152918649363869017541298542720143877946226577937009014134595418257212112391319973303864181260633270068137114300543796144276961457579687591373705317669555893123051166691387262	1076	38	-63509	0	63509
11883133042556964047576623412640534807048472214537398642329926230584414827824948848982863251243906187783422233594398687195356940532431785658825494396332578551709790013593158986865435832732643387763272273914992575391007411253695416477391111732728212558999708480696979866848977810213055343921158240210575191351877453056146892082773313206750010831925371795011762530335092377167731214943335474567921761514769897065736187466437790681427738559641592482967999224853505610665579877302610345148274106631769012389235477370189869055240311218863976741896442538746670185484628818811088608680862219031028225791668181537773416792395511649689874493450732004565234252565345974375960915544529179998493256402766986556359621682448493764829289106285763697859951826415666321542974439473028969336379977582273665185610158945773790486607412970174761258000412723104527249476326464980057252241210856606624011534182935538997966308634367527570355476836193658798845448863765289063606167338855795639611689728940235947192184597564649519455360447026557249518847076053732033495807576064674152819017827029	1020	38	-58034	0	58034
51037667791799136801389385611399010000222858448202822937721834402452616652805626119254240528532808395821833224247214890289392022633411346755537312203279687218944592991410013297915540454373229662073901006408446995387191243828244172915494348293149565797440218398127375814086794265894767494379407044145332600205255689075926153267552705204556182970765224572216336003107429681074302674699972356425863696392648128862623287332075408595225691700898785195706993685299156988761174365890404127843109558827064622837985197747913572902779554105882678378949853722660161275554734687492735176442444931820255039028118548988527813781515944032605019491715460146868203813347165062870006140837970859811225865526426811168036235941048777924401711734426423112692518282590755753075695476100590897360338826745078541294249402477460267553934764698066823007719591000236248126041655293308635190583623332565595666507642494221272397906094450952559055112105937313663623845428312275948174952544288992332191609525097418131714015873335090931762888851871003830155159927276003822612070092306807867254187773934000483686	1052	35	-63703	0	63703
219205114029889829562997458562491712757734129746668434492393923503661690713425150827000358979366166923088996740908022172877166712933793531230348462820827960546476218534136816041472351221698001576504536357665766263337449249539870563774617197591910805936605898535054586763804157477498354565883417070476231788924216071899047289195222406809897796054028763631764753370293764854833840133841707882953140024560096888300560695859274971722331647594338896221690497476838395243099083456052823649309558574107230674767721130859381647851949972382228624850475916562809246800593229740738077820409090608448945143004972792316700839377989068922604916402360444268390292200588562239340460274218254877890215826105296977704283193909744285126072112265780924587272888527609382111383963482307187510437947988349122463810186696508233226283559730495652319240775998884510613975090195418465875777951389366551765162409647046740233936514174545928317189215156614449611358360960360337672738812064073213639557730915895502089749118600799094001107775245268949861207150493300174783689826341317440988012245808089573339883288182010	1060	37	-66907	0	66907
941478795874327584456088056257017078565494058324961691100350262197352697862227930945833895596637625743544188299650540576550289257190463429850701290499327998189493646645866684487691928185418562359643425651817424999814468338833487119485063178576426865646724983448753759725333332914689288754281553666423542678745083051243992720650934396694918723154531388841743802490917497964225530888942398198069132305994252921842273207178588621818739219283482634012898652496991425046232533131321530822239927055986948145255374653489180552306713781209775155327846951672890444894940555135484603140560005504388960674904401308370030179744212033268078071076952085336766951565411746769627801487354596666730950451503873571607537476964778080339378959119169531002979354053535889231161552455367644983070645247308470012363695413157139101628456664941400581325684464870705567987892947972559970958299775207101987663621562620652288164717719915197772287993741566579161824070460910802679929948565084709131521586187739308028972121235257388201187682449748518378148450450074517807031678343877742597922523793257809733392215198680367547688	1036	43	-64229	0	64229
4043620638157696701229576149720096522952259574588027003728858630282654935095638077110102929035837010131609971877864920005004476858973173274292752205359609262201022423143777503450587346079553349406005103395963323337135947582917273967825590712479561224488469693418538689977348607567270853201139852973358009089670366025896840851657827065646166405326790269280748951309173990790495233136245408288516253601342381063265007495129070562149196986775130466069336954637046908966004017810262448142176476170889503286719691704963362761996553051528483607646422815528356950614659840170991219600244114766930570562144491545908890688534392328176059316050272705880415203347059457149785053480568150238880043420205571007373087610658075198955293210367354102337454404223141677410117451888392534858826894994807710726898787457215120550417041718876545253229203101434941282953104735491174580664607314278654663951850060376117631855030468107462325348988213481133306629474335211543883408284658000953189557775394385644158105481201177604466477364479703049858602555716146534744170697322946346280383317233824158101510043419326320974581621139492	1028	42	-63648	0	63648
17367218398317957022468112550989414120043268242158448654180317868471358182288768173440218271402728770501685485042909537727150384442878583354428608251851397700492080285165197883220799803403115449986052945094761012148472477174599939965283068341981054527607691662319770113563395250292566434472912578442821008339804953501576420527587154629373929818652444399211850188259198675218982213964069540829344641582207748365492914172774237363307136530860929857901039888570352024026876432299678747947543923414493723846145586992020123940959427021043839907313481524082534063504251111698994336086202666540437462867030926816227168102894137220749474092592049163637810185276810106225840178128651176775204374156842913073673186158319214017821677704618634015590803822029557790851036435379499379229201490927925207380658679630793942000738713343642387724083465712804843481963867140597325320581002359509215612551066128011050688266323673605121700926016163590933864989932259404922220907419621572638685977534021399843670956495077400607871143808764596654934155401062867225869940871643569307636937593863267944060719084701546562937826910076782910383183	1040	41	-66362	0	66362
74591635043265126821034080609346666087786455205025945419799678931968912905632265733051393286776372114463028671137193621224589072455990695606080849208497484575503087931790878865801762302579610362202421055306482168113547985821013224034454153911341573047667764807715288131992988622728307267968486522278950836801205530308071410610729894922856029526111459485073264734224701481232054247381353196931771952708423974707589521291800243066745421803454588463834893525801146138402840501760278293740928274588779196316450631785449445300287373918281996184171074365834720207556745681718823669579473089619172364547112227296265089108624682313255323836882127027448547134819600113442269555185371284841417530719787886260797173142100902534968866901189381249155656533968755057047209497659367182641722091729879458833946851952801335408093581652062864794290356810834131185433575222554546156968120852990915666519436149740812232702151116284576123577132338190446872230638423399529360221054718403179244697922412639692706270731396220599497082840756820795573194480946778375101641193162863945010010007235666115425945907036196408439172260088515448987473340076946	1052	31	-70375	0	70375
320368633065991264753633821118571682773675090137355410409520611884106689818362915525837200453938467497145076743644585732379421537237454436908408146082404181550050205414054103439716141908745082942082112964563148168854862613627923506811501768260562539724928098922556891006126817435918162009363757971804869233253011006047503513405672285383183089731059096539218672197445224777254430779400805621047008080212739595071428156940577716936522331803562797273309746436958054863756889628564625703475968436040514496744319130317043456226075170380744550116611557270444063032766554767171572728434546992826422400316836867479177060668068802073821243177297974189809204266764685347032437723537636886011388840722564311547091585534572937119774779718785255967599172426804516055852379120507570597501855269100544341713980023739435471162888746903115655227546850030703451922010917161227697320300561578171606572795020411496947415932480753292147479986237925991981135856082597701979743941233346168144198403558161432897204922525468767892841484848453321205919571869914108237621569600560919445515535373709909330529798780585519862478903262390579918591954309302372839392000	1076	32	-75013	0	75013
1375972801682656691938534758863779515744621081869793635637548995080147174944684902442681418969862072296597077981363671568037823765832912992811708334843916480811112219411444513048181937021355147637050137329376328312033920696105015374145033331325286914681267020823834683570751216515831081562646986256561203450378277964502085812522460046614350198775132255079250978480571695169676664868622250618449868983161461283396066718073336709588708723069962910571143334624787371363609576649366654818910277954722277494530749138498863755901800439222925710881079624812188278123094929127594799289511868610764630814042634383990151436562763416384959217196557928792282628805537983293234730673750839850542194954442766727351513523787777442256097113777786751227827281209790350244992877726373258636681647680112117283459392787958178974146958256835303019707925159189687921879345231762438119200077748868681197705933255979031851555261714179539217760149706422210427336750807719804727754682051367696826249155417713388181993672057102085169169009936186530762007842787602661209588838258596932274179678290015198765750740116075487540505307001915247528826786127179959920387304025071369	1064	35	-71675	0	71675
5909758183412504262271553631479179139077864634542902195332213043466897015254212265016267209022431610144672062019118666867207491965263923504539770384045238549639138535758130551660586691764652012702382017741980110176744572632428595613530122118872039636372784118281720943246884977087709561571877381164891834241777062686333907488569553165675269628030292293640112840750055202137042446505084702984157961498163250899756294369159033297279753576455411420836033303541846190960510056221435041560140446173801950601646386416232794364757959873980901581671788333740298796733244982906457474088137511487083042899826972228922806406124487524758630384152977107932350667908693181930237546295127902810612255197387892997731699280770222159016465560275585107785606017932644869318629997587699982533497222749475813345774453768298641309676015210984794927895582030735303484917990628313212163188083612048286742797093559588738264172175799122020412629265361147394953441529098058145637212542921502449939583116866700221343015717564202500334987525172620196578521644068262904137751861927307414963528623483416482041838993686339462853725768887665797500055863665024424564654234441290696262984622	1076	40	-74114	0	74114
25382218125025075483916929518313110507264864202876756837878458876994949139116854804486952570748539895967988335016998400937774952836991319460644021330823659755218572612694497285480658333302012923377307347500296339491594719201777447215320929611441634647036839852488187165843643030465421890497711705425336811445885441160746038799295724667908552808372190298505113444771143203373266617903168297026832050732638326683495858685686999034791587373815027654715656017079070357637561518950184837689204033483327709815078753414298495319328532614428253621875003899248916689237438837539313878423318033387845995690921849781923678822843968023598307793688953339606108299071593930488548414848860306708646117809587025051605050593414825863630231106893954785203812826561499244505709643163730316841141796215825819463101618727106625986293093686778234168578202924893395300357598990639737885602234210660943133143880402285858054523303570391743185687120098633690360626810124392112618232952448849317674386662816223442104213704952222519260200465184380498933841557301341564801627325940892876606656470621171388717069781580378474910959009124978898040498492614314602546408974473260372478588367802191562	1040	34	-70219	0	70219
