PRIME_NUMBER	BITS	SELF(prob)	GMP([0:no][1:probably][2:yes])	SELF(ms)	GMP(ms)	DIFFERENCE(ms)	test passed	test run
61251339885063699036849147941904706991381672468084660485084718057920659090637495664496531535146080712847716205645772334548751595569181957798312254387689415585558533730884962964868098689305142059403696383613018414763027724382810018113166743599466023998248361817914535451975723891566836603979595023038030962602819692208638199241051444669518385023844095346546596120708621909079103561026197704475860237401430216540287016710180774952174302559855417718654728975903382481484609887454574093133876863750999855930103888065008172285103262654513793371811191702684700922937915318363705663630805317336649555727512639608612786458825766058699625793094475199475726899510833802304703005344758626286785615688081833592698899793827235924105402055921905575116439367693501464616470380408930362732553666871054987425599891915085692719420489221043204052546806750022846124099708420666291734492808847728118943119476469677405698483849637310363080081818852657331878573075478486017324235895073295868965559385353733335623362511839691000083035145336432981411026424601765724648079435862869900149396419962717353662351734601677137885161412257156017643662994513555	3744	1.000000	0	529	0	529	0	30


80933242745223576517969118894166644181520290741665205606313648430447048157564365580312437950041342954250773621902679381275203497704509413185678041794159323767526063681302416226718575641910302893690511483457505282885756802906641824321229908557023306487663234156415170083991726958676274739637113395904474471234380670531533712284188153662675573984121209956231850058559522673035335182044086465416782280620084780407262391443572370070067431137592339467651723788864289960094357326407066136178875827835985953862792733681706582862929307966897889455649939360076668960904696905584689524814022525664195815597565246026974066986155715723211209282195097283927494710783652960623335537239383026463522284126841033196323350705384438061102807666893973109473949169367976041196820488788352594060548804300077192650074795227115873731233650630605753348555032291829676777917749545984286768849787553248840016437629070866719129123468841934410499261961703762258305761976168385518091422726155009525420800776985434952130736618424020222694002607190707481079633085282217762881127305270730083100245838310087659465922401972788253315328701450335595133379286860951	3744	0.996094	0	89	0	89	0	5
85596004519912840019013769322775810104496875019588807560083241335477291238737279245313170924990629266291988778555414296281705755249491009135940667875067832487707761718028783235517729647006821817209776767558771466101457702421074652789684827425232889812692972320210762286988421831612490245322050150487372671485027105638580060653358502962299002184465892106952300825726047846056504241892498399043986525400631958327380248030744408504218394075731705324484882772054222602282007865198198765781519509222916262944313263627521490799126216182588383540822031131281938154126078016333349112441531046658875000955643985632112622662016058600364555431027318987964529255911676273716870765043701128693786426317413490646444296877830263480563591924809653805500815586064000569854306249477911977340884534047218074040620406336073341530372588917808093229496955200084477363926114883793862827796362882291688668132524362969380075855343264470316666483230650384108133225250747382755802716437182981226451495467114427104431724279400053991564022771373029483477091037325393309098694295798938530639199296260709000618038850362353148200153202638711062907683334845453	3744	0.996094	0	89	0	89	0	5
86458050849176051506244946173996749290203547012756891551964719457940132512498490808554749576958046239329602681412671087886648062953813555050363772276190905423013041655655293062090080026681711563970182249990582871917044942300881009410570593986295707441099503665291981335094659827978279124185138949470939750124825016768793831996402987418056081329982929934438762678217242377807866728823107941457335819728161009309484062929276948809515412559933776988137526999219308183484883517737265831018035336910035479201951153436248270957500330413224716490105796796268796642801136245223457745958747530575331503040718663905562417369921344346076349498405851750018073762532954684266115326586759384216497965652048979666168697325616635652807055852392909157735531487970723421519962087322534533537290542936387014251028701823808768200300767734869441062986274137044115659067449614477831940787022622001792372616632183578335388268068647289109613840141691440421619316779579670181028697025580149462418737668148591294578726991064265310104525942054723063923032095358967550907244949713569356637552507419638771229782675692369713365497872471175489361993754224219	3744	0.996094	0	100	0	100	0	5
58812213033318667231766086994093681278641238963873753380054360285626363525740128391082579325085144225663957665296703734720752389668573973064104046892004509654986267136621319492476422968938797226925059651421378295048840094665264951521082996728728745560896284705208967830506963457225830356664406998937849090831736352664181248287626756394678823181397366960435944517086051354261175995473710661606062173726092071417512354250816321174236955159836823243761447258813675556535215372767836056462712500941236139578351860175659654645413910347336011218651890171403227758647700842030584797339102115912425264849869805755357897165579999320579805479594388326968260979319584247747994873589395793869656249898949685814111651459774728813020524943452436251575262321699621632157640987579604824608919387406835921070178860871507663364397053774056555163897399519734370931033211233984265994579951817552160565359005726654572118561532681985991621180361178194738949143917451297134093226486774582088565239127852834235850812705769220160585365014286777652485263275286117196250483247217430486141533490485280228294140946201652281935359894110059083699427016690097	3744	0.996094	0	95	0	95	0	5
73529528060253384634771340468183298802488940855456495012035525542742247499691799803401398579264515628026515867328440535769771105305967751612538049431730571902981961884155052075948666602623695149334677873582302388097208400501517036945549882176451432469676942020944496736822945728877180169160825323866871476393379935526696235216644965722875626598748884563360339764995732467924421500851597066685252333856950743122838468877157075458540774131839994400024344779232625950653064535070578939605580825657048969329631304032674513898104283431109981476007300864908465029225763720726510342798687691168328578521992381612317417838939742758023935403995424570225194781949656816078356776513822769435224130771037850655301655791093581799255303506442621837535394936245290869500566234559238598059458444597261159116429619551688408327276685725031547689138095401127336794577713802637831176744579632420726429472948775043967430465977253119087195859139080211882116504634357525417015349165959431632140595223488621610629209293812808098432785076436249407485890693961886126456045974944669728694160071700349259010841274723378856694813599536506160994791960267657	3744	0.996094	0	89	0	89	0	5
98935493897307348500189178196704563210614795010057376369985171902838370830332724436360637687613903700029757375776048238742243756477494583916220723102574028824997982227049580266278323029028235208452059393047556224193086838998668712309346205924439825432920798830422338980438633945474136402025472393920760026002223326318732393523817604663656679266928692460205178083002020787416146595102044876434244566326528026392388984068493953417800329926144098590722037316802369099573712855617007043243110127084175091533989481743959766265812477471234799691410411809743578038197119442349926942267665334338749429660288063376006905129942071326623754012773891653387010400397079520771034141489583712043840128611685227953483787515648334382914812084070982043479102541932209817670546561812665017976352028248654104752738675438720520740391798469275918237936068815927669789813445317720916301621562326492692581441250030082811872230996311665678913059779096162586843938008492279007372252620943471407812448815792023396469006063149310782701129888962820922618088004419716402802258290067248277267021079903557843451151305927946545353883018421460786691569914121273	3744	0.996094	0	90	0	90	0	5
96006339354589139964500600944694146799037246817592830282198070095256379760249931257632473950758457104026421681957429913930090819708073918100311591633881027423332617477805665221601953942377235305520858531970048160109634230127726368211185077677375807832885514319861340043594352965689426694387650245638802227545220439536592300970563559048084332796198246127398158394130452340772171716332788326378830374926340184720991027912658936036559148758903383600111028805540793761090831178221821588853994586859208720786824115887221609634822885702311011279573865177959903199835694727673289514395088002266822159366761219277623958039637361831822758338831317445752196370241667856273593976654467360496657196896291406658892717765017860625917100162625809585218681628800859963607133189131309202659247066035146338165425909574650816190106021827357038304027527193553800652639741073864063518354595716392553309790771271871963131750682904129860102762220831175921545030242305608915971391743238547274304262613431497629154010111886471391660805199679276077682664777188676462756679717367457004044957811188917634395504684780783481820140055734092954975284034698283	3744	0.996094	0	88	0	88	0	5
74062843873550046180546107006543165774930894382897289514134082661026526441537152612307041297714005156507914833868420678496289060802237515437067548980219343576235356396106814385042094352639630906001404791926747072261795446485696915202159753144495455287716286439226756419890406534332887168716766425189555200214127710990317397026141502421295258247044496184775268988100965907446316614013897826464201081761540037934702313596635789696948283631160430537716407628018051043484802061829248308188851307190920224053423335853027073807371216116483373308019957591539841011161036492514500289117554937268001355834777734153717782451744466104374468211999244247081479291499237160965201468524520145997694222190617309260861977442443472614183450549364375414861034627306104156534080965922105703337905104042592865031615938144571126574848429949442095495830237659114432642826635461766836682038540914695392050009175460100046998112167304659929229333410219334679034010350585272567337703845930700853322227120062895915105219830193924097365200691022100619594727164150112118499703152318095984264911597179877104392048177891753721788515614517526472983029765653909	3744	0.999023	0	103	0	103	0	6
90890275050256372727468326486946380496555307501252927418036658865564290648677242975621398490720996646871656607115004460587601716994417412296271844659506462278607623786158991834160133082977894395561262255361342101526552918718009511561802885727508975355538275461181977602631322175876834500474655039259151457681756882781148368362167864423992229268829937972789422283237714090578114343158675988180276182187962937746144187503967907443950566664449724915280246135383715921599993226344382773609148329287576228293805737193621054452363761119539144208675545885916328813257622588631012812278305937028808945468030229580264919964282574427917319927721537537958080436449563844018066300623110984007991052838809986007787163352655785595338149564153387651471899986234279661917401012989703108324701522767311939962227930848516385620186183692042400192236102649057858218604354208088599040900924318970302678548938194401989586919151821274868822633945528742774050476391467037274699629441935612227716207149268823581776089301682926486244726085997563319082883020076785124504281232194874117887771361482987725880440710949347893457162512037959190952214976536137	3744	0.999023	0	103	0	103	0	6
61657144211369960265197754800651550979285484780582628952827625226647435955586524662407919601721729262047819178803183346972558387840409542378371448478703543785654651724191969877022138841562991759916978293034269604944786255682408968589609492568977995082757876387943145769879119837841556271197087550586246280078486812156218765993404812537583497212807976688272636937768730083455052975596770250267436322428301918385881733782471884027352196714906415003997096370940998716658827953365680167676290474042603271993662965430606119720775338706206222573083265046023799773352003745140245586702699289151971963299373616597711207753765525444249570045535113476953709842263596856446857773244464582526858064058163814343975559060581912650280308863616204654955442089310331214899524745376296543862470594950601665082294691502340549478940773977536449036257243473017447761526148733658042004462549379153752584536707215135437674081528460061240062910179694036443616259614641284893667605411243750844120751252163491516518570834349916663237697208732702462848510937658710558890139130149961831689080743852686335082909394421873689118642388610423299454168652967215	3744	0.999023	0	102	0	102	0	6
1779683777669468476276295094584293364637719075288685257466282593503989150462040190744754662588677330371883798321808410158400073366393884633947129722328455206163341986920836746339473981342166422744942892236129976136973720455646349691697660433065090467507189028398734488729204085332899347135369429523536332567126841018930828627031829457749690226867436087792876189668279671518010938513078221579443038233185427747527495540804707790028078878692350374991261092942194499130931882144483569645701782908378866395445033732454759489626712310034807630160607004190864124090444134987338189482887211346293568947906980641619161106985156567425496350312015453442601629500990483627954340105403695123248870107230704274018443380958284795652306438641252025023905508586169593694393274343956779435053831061383356255810987664282586507748703147340221004973087688274572122074728168386913870679309642552767139171490690208335506661666373257456206074712408789606062491802043498835692991444877888793433375339272448230123439985533552919036622956323155621012516101877779830208961012189756553459715549647967235038384152908055454780498909046216165619596276014008461608502788496722093	3808	0.750000	0	39	0	39	0	2
1057094240097403113982249592390971866129927535177408100691875969331188466210658300335024856780794557988807991484769262125585745571097934335972094209222771457464329412741664099148676086157281103101300459869636742362493942060440002766079819459913816022778432578211235018003903705517634179993327014404814254502870217259413421467615524041628947922650047681321924823786712898495463617607575045437845948434342036088074909072239310847256639265379102768947727415581368695989405926209901129243532291765285471951414767936536958857678693641910422629394577367580521546807987325751473906160429184827040721187067658875315804737412746193316069365109768817507977037801427084198944982339509432511372532240148274743783705171473852225710641032378271845542659800431952641751922582005316753156007114023175675706208053001853931411532104406710806937009021064594043724456915509086582039416030065117123412079935861180591003335695533645736623717841973229838245226132526850650484531837759841213186232943042853855011501588150756946347558845628458472118636172598738770685036253944701980691468924654213363474952841208606327907827025610668792406790630344115997388423879527602839	3808	0.750000	0	44	0	44	0	2
2032847578899612510716425448246543939127675773112214215458377527287483952488424283520199430897675346888834794091046699153242774567060004194116133837201591851394258899384372691989519757631207095573775041159350271165396824323670272895774233570052804871851977229970501640503710408059650139322081765354748237568224646380488686178170146237252945321990402471506482255823625047670373362944804101577948805472411591133785479454696948888971806386847747943753190811756864829394826477512978885046334413410492698753459680255866461944254806911858680666165901317377150879935842788987300645277039266694002883535210091397451056473141303467280234240209560066201220170462493057676325627991518066232035201950930469648889716889296703773909268265228302206236785839980272643635218045341566666848329366635868968687935952893857643934598720835088747952826680853510983968438827503479659112986768724365651979439595061577611554823812715374161101637316426884425259873333048186674077454592760813271029582373184608870616587593446427445826076068448826745400967846691503393753695406824932248658074103387026723919061769170363341961376704490776847360733793303450571093862035283935943	3808	0.750000	0	37	0	37	0	2
1858544044131557040276263104733475859418209316000854958176944772441549416138741914892486815117697976476050523700051532705591642849529919085175164026311793301052778150170029872928251118863995626240922119561516775573415130310366941588108269340710965538152223849392129488086321677922693161157253651072881441272730391374981354962355425436133029286928855107076634516088543967678484637661160240339090848581632774694930842926463568953616928900791755137757416000080845134810255570937511281896226159081361976840198720118748443141737752832052936754297063185733735923233908211168506341860838009431915356645062168704433819483062482156782809097871420049450485897028471739720084212929354834882443425256726706258111677539839124066551898982634105114346575672851718980085786189473210631656558645561424361356563634904818162850906876236952150828896732476999813296857503519248275274050478905750388208012571252511223174134809792549039432380268482873982360191453721216276243855395518971852298376548064753458396743709537814177879367743783307132449060490745038164656252344141729864819370795626138606925557785002219178177072139288523471071353189127375426106967881714063681	3808	0.750000	0	38	0	38	0	2
1141786187970537515080418086755154555755135135301525801550190608771557557174894159416105874845495963277561154173872336048305052102194324302456671526155934092917957532305257587625894743137644745567715172656440174774914279610411281635688808058258730459238016749028277176031200624805590113604126724023141119725789694677582898920525121442794477885869211461817791820400758641267990671886428179519953804338437969188110272952209216351243123424881110752451507565781120301188035211809071449209831933963132241039945590696995696918977763973032321231666745583903727647650448597741013415915193990387019365125421938111661411716982196255617615490829764997726726838045062552883695384230102068054475577937514183595486461448302626855311087991136438013704942327746131346269713495656980756070967431362853885882151937265680674601278407547102763095763241828694419682078029369935784620537298184017877709046314903043798325320975818408400870956900740259700019897566923894549857768094161840987679432229624212888641937451994299297170166723456577744764035234577306464854248639124300484585167585796268972696316629174088669170061790158147872914583400246223001965925935164333981	3808	0.750000	0	39	0	39	0	2
1426364188020339515429152186786353060683346298464769090170073585226488325513055931476997186973391664052485659175836170054234105445580085568769802919958198475893906073252086559599175836068477184081709910428473704332636618305010566517049440948137800151941069864666982584065374129974044441814627341010726665923709352149502077195221405867081131707043803492828015320535304475933293507757552226439114968320862618843963985238012769386898086218744762880366522546511587308170305922034151145286331185226122242265158749903638242069061173107581475537369224474611835290240183451408535654483208449873705749599580353218059128618926288059783900155174605391508725351955871575604839428582445504431476852468463715271907752436459101642882620417218380558886342522509210565598126999856764324552929104649235049919694357922002983849763079790625110181305730565523076308509706022865912531327072342226660710307120115833097873900116152646428531168400270598060783551207154465055625545632281575973867166666242973607216495207241963642035532155153346582303468297635605396609958783461504426672348457731493562411010438773619800795790354366467554811548081794269319464736356880991309	3808	0.750000	0	38	0	38	0	2
1232432161210310164556657043943234454553363553822860749245180978758247703854703873568812025314796741989345236436977022157570937950827631108598437545342708879256904122088468811213211816388606051924080345934985302573110484586721871985287192782955677564731010410160630634887010833099398822244800004141620976069369138815928685866274331206619438386162048066897322835339825661591461943570060664441757089454048475426261450543842340027691741685536347444551236686527999061989262397835235013439850810076556079108394946519820834373830289731073400576737200832359367188621894474502123571436255282268596076326051016595597054408620718692994903787026493365873218844788368664544025708792307912359439111274398384375992319371483368853822395149924312240857428208897599996733562442860758298232013608765027004302295451600533923710133400082439651635229179897074664018988342371652893130488526429355707968792387993070046936705192951539118494515542516593007941786093612600978316875031779122004852648487424667242541715257969815076886297917761341155195033569178098791713274333593777101219952521266995756975087533477126205937313607435595714252239959178943459828430555843209399	3808	0.750000	0	37	0	37	0	2
1518048875610474994825079358488364160020981701087075332642190813723148974794547147936956497827675100106129452326629394517409390807558343168815760363678258529930576989823576868417807415347830490160611677644305916421757086982502924632428201156772568646952573890108039470729949778810231737895175103844418724107527492260494076515191275444674586874373315552947845665380442816513523914236925981824075395643760244529654655771186072081458369663603236586585985026818505744187371866579762709693915444298065423538301839839250103107366557413170532925851744305421237850239117905402210461559359128822823306458870747384586005323544114356445203960471115485915151888852451247941798706176027064043447725646887673294926505878064741791664891770284948421109779308417808073566094104771740698113306941398383433249571846937029524023159369498465843223646160387927220749341976836312767186534006146471020794893328805735312029364422595551263995008433871348703106062762407783601844977785632040899174500374899595398735784855892756247174435396429384186338998373829455546709045976238079839237680207160516575858013505280581260755644570615944107710789690147201783880813200287421905	3808	0.937500	0	56	0	56	0	3
1753959229428520772153543864363476549509508217824416410125883495888697405299961478473601668213574230334068114021958915083443437755544508690992696834339139385206730424707581181401920012779052263362306341940089724237770653915735901027139375810144262285024883460428838456455482184649822507853132331686338848851542555588317023958568679799574652872184812111105327955396095752964637889519654391431874964786914237713011084955578823019521430485791756861386515899101517583214165466314291215566489253575008838692391401988284853996117589551425739630300259924432234077315736902930041778312595250395308638375959561972115984925019824315830823234195268876577441216807068362803888880918552074970690749036604428619363015266619732005993810936603559972416946671314331966012785773740449946015294628955050701046399402631476909230139123999883678154237850159791771780264246483719475227104628471779769971371857239285286023449525330847009683343525337202811919696927109733253386920985633029872704743900961800655901808777169509340524086040471948692428402559285951434945031493355375487710427205350366742626005004608601804992046453212658335919903378830630742404662355748078607	3808	0.937500	0	55	0	55	0	3
1577549444955867102978541814560482708587968868179101407087898054088923331816925988137365251107787971563395623296694441524786443447816212719811374864609438257644530127100564428821039687507507388952193169290995227523327048824766404843732016095864734008308555418005848633074521939325188051356282928644463744265597576655839630850968798399971484870617068978949540634306367232990624767335342793605324407267600450948754175968269802222588502979504705429484958295780072281337035273486782973850358968956246586893408941225517420896965172542984105123369055910639213980189086999521153400306402328655609926530264215987166352730351156283009051764617903845908600184755991892405268717490823859409532287795536305134060744364536492445691054684859220363003852617809413638237650200233472622009688185530355498716121183706729429396305179053546825994586267806924586480180829035545053624494246215795151184986527695234977893745569490884968680939193900884399761746992687854405150898899245753387346617143451358889480143426764242459775157676623193443504384934517341395080684583584951790180277663419526220448439476515086661513298975275298318349651591189563245923782329202913397	3808	1.000000	0	519	0	519	0	28


1552723448438027473652594166727819729288549452280218993666157707536509699743906738092387397337032031724453898474822280625987426220768210933222729942529149767029304677779350277777737840985395175416947616098917565531089297663339426500005416294108175308774945279033999047772422240791782154602836016131825098028469915560204875732644676921772521397842748616101250056540752728896781130275813029325904960128037788134512957828246578853279474158147358338745525522807869928061084140340343331730942968235856478877468948347548091660131027003009527918435840511317961818873168726722660960323057353559141456310489158593614943726965683614979808187250884866773289664033636508102045015424737316435342342418432661832757290547028101889756302508434250876597238427710735594455145628292671667985011257150078428633675855128593198492109570748422721291906983270522962944906418785519166937105788533901309444998280945899872634940770562155437145075189042799824618199207648278583613683922627787076288544777258122633227969561813494346700072731359250180371520921305131655280573443364043277077936484078124519710515900989633474262744118322343977296512301998750064321390978129969209	3808	0.937500	0	56	17	39	0	3
1772994960768698268208710051663820194964935658510463602963839288571249412233382772432586146984957228626899810220211706704391805099005511072098759200578488999722973250689032079819295858995899337616016043041719706524432357370108861983024307987887615270491647494397968739550206967587503619540350206920357532259104011971952063174992573259565143879540771085657733354255503742065392602545889900115272132096750773283707247279452365782650794056549837049720050644122858079458048062645927779892413149112049470130817011306469531988095528797522320194992732258395709420783495174762449687028984162064474609732106017932070705628199221423315960982008275671846844819343724567221601923675231179416138732466653447757776314389083748031658583291848060372846809089329600420455829534965964028024397141617330204914387875290690100954488884300812948682776439155961540021053482329311717170071111207058634256568806153911185187651537149657449953731969752122765974482899667956291619261633171276286182965573929026139236406679225489725581299731659253136720033959158462377832283405085122285653913411828411537711143161184594493627994606246252162623130255769887999059589967551430625	3808	0.937500	0	58	0	58	0	3
1290525284965454913265116834969405103816168017219489451064413723234145742154429445845669971608737067452865575256422751407940581172116761537963351471763357045315458188316722313391727809394961493614191422852887889826322092257513807540236445843382108269657413450461201361125643232377609783149952379968700147499029312813307178615939530006647759470662305944925742009732047361024563576326896079642913137337675644877342332353555380908604732990747359077808911134364483537491185350464136057193511312882226021262786977924047454952722023251894269370659346701779981752822340385470091065294445292779094766599918043800440937524098804899582862323117648962187545265740080190015463757023411468638444275202192802945482018096501239148926932238342560146028592039877637941365478961730156235785876869319458806887728592742008445744779940566796571589545884463464560984822894652720454552536304408607144508468123842011953034972350166572009423330479818385591752648770316143229591034108801311622695377134801117574760575478479988327980832084467181976362777465250958105688630456447690010603788676520337002891833983690380594768475861976926323180852174891539519521633235998732629	3808	0.937500	0	56	17	39	0	3
1256648172120831815159721789861614120758417283136837696583680657673562222488999254582160187215989443463684428000543560114325566583489107655664242484532722198029126914919509579990807297668962983618592872061306051868332625866485625453735485681715150752139821543304456056978096474580219559451566988019192097932655354391643190202985105969913834048906595302438130594309005104733865652797513604656824700594362632641033834897179401157764318602446441271987856848867755616235923718505823797935932280387699492510552943637784375309749958154730281016414983705704769357088327123113028387600131546429301366399282533639518870081501669685146354202481072520074154439660394484767278137359711877921905995940501503883983746955107990641753140960105559864563300784234212015926178082801584288030917810323157622183998006089529237014249330810859005733448029031966220489794011434317250211560023143816950423348595329582433626767738434561770511678676212197546682470444651056633036254044556307373309533404448905764860103676069449376252656624880887722375285653891578237592676102235332635150572623987560479137671944634877855327957241485463950673612826256746085657207629118383677	3808	0.937500	0	73	0	73	0	3
1545712205604630368729004913287066323167254744505145832378856965084924263510205447324147965429063419531324315908984384616963913427329123712327310724794303037085147580423353472341027424403202373314788350769844584509071309908577828780527527334945917896104943221874684197554546388231591062401445605502837397019551050373828407120014481099049620144117375678184847390565225452935406207929809460194006172194854789777203745698537126603075645879463137418389618400027478012101885153524951841171361866253460942850720583537914495201272440857957747184052411817584348413466490186711544847069726028632476574321367219573672712344401755659573783140278594136996842657559365669596077738477776310927896710487383148790721769848828229532224212790397793421338690904956541648317932985910964321493422645294684723775487515031127692716125244104248613482916330842311633526193349575699309138146322803308892701607840599457496222386778361150672443932254034213495405245763188888396567871201075524460668909568043134898111460054512668619672082410914869431860004024938096553915283446344392497105529118608072839883878361153231029119631332754749490504226879683518384999656694091760509	3808	0.984375	0	93	0	93	0	4
1557237513509567323424842934090179232243113795085091600453031240961245527460021428808418232792978095827841985872789865017260142883307047631159687101008496562527485128069524206647412146100882353011926786379390229544541648026572772529457464065270149034737286459307009901652997363493204498758451517395958761970203348535607422381444041198373826123603857418998458289611233259452263787908647167687912995840048745905710107514567874355253160696106974808442087712108152155614107404826461557595861235774334376124628890492602834642783042734880283944024955840611968766333291291626585322854087673134271294978215635809506636230639473334510563888653561601020744229067695016317220093953277029698726565089608153032034555949048694236665045044262351946958149592647900680693458743439953488316665038195447321225905545510342819340030255548381866218907115086035277263484702992249476103893972483785174047584807464383053259977556899699037275629728770403639511085874491518956004736302003005296323723547739983032965225765929855470360253851037231545295360066285362553106479178128029918624184818040735657357160531759804907602154788568049414127127638843008508599482962993825009	3808	0.984375	0	73	0	73	0	4
1496626463746938087435616076846371686098721875328440275123126241172134860233150943865828764280168635600103895604204491376683368881453561363829682206345277731059993825770809097505615210167966678397490966597271609900682725653718290238265513464086115432664271358865049327949412826777882744857357761177952967502164890331448971908084599482432987835121587885236948161490130039980616627765143672783346816849667298805552678639440555096659493904363752114312458111757132297080027568337875371843676489239846474775170651842113807651544564725412909661470781974973516204752549877263636630562305406096432203115459770901315107887407892956140473127808347594663769036887952621042699312279399955038020494107691227032308369138769269276072545149392007992815800618994849276845606039264842018616207677803468200304325587622146047094767894600630806316546102246666684042555581388872045814209981596541988170847854952336274215808203110981657626392919628995531611610466858865610749420514377288838500700407521935330191762026444792766601512903766153698666016672700892260073332969756874559420591163717979018589092983470564346637984279248949615662675251832815988527996823572846813	3808	0.984375	0	73	0	73	0	4
2050489154644443470641730743456214680957563104090013311650628898799655592947988640289860772580646621571420035765456449267605955714135116763457616394837834766871293214041359562293104185307850692664203843320559714909803215927458240738843294715033323551027784732964832535045799151950462726333987650975759381387040392916374200270746071916169861267065950723437186857211282098183043417797796797706283157831762461230045383539663657907736197355496671286944088628518828866964650358362056177909267062507205087251940559196378576383802549356215754764114130650808105375643895470206648959455393871135378707289524012896270013914104470233121777645870870115200692529015306442063908581326849516954942181986063558096128704083335388669476081256526379355455159123317732702472139587522107348101930365237452191964333961534529450956575975924462906300294047145934620538758580670882591971084390344235256254521405348669723557418330184681876794989483001603742460376275288131299032252290879642269798740006950553780069738606291602720448407622663911228706015366861844250264571093841046289019614149487953362542172909081666975304435341640089396912702783346103744393227741840917597	3808	0.984375	0	76	0	76	0	4
2092329161389779610495935318548103595554098786241819711151681395580777214775304869004601878817087628383707661774505475369226970889125322066507707100108293091747753945836320526383153447548141975457408023791074963817716496642470608530687565589722170434053166023392557144055792603218323540880739058778212017499409790444681057008439106857305676134443649160498839912605012288265330762180733187621258295556522416548184125437679103787368837755258712613044459419162999241074253761302907119991291277563786673921367871505305507955491750333880920914887327375097079999555178964188358686897326736831747498469311350487072273213050635737695188424568306731840694702446645508086303264269413207491553593556587311692486961713391263611737945443586614134759847178633297975232458953280677205613077910106455933542340597452393038695333196380827376476270659596331618965901850628773065417257644325910249807080319784144491821137986971814437113334392265536234647597082304419301688925143655265563941179549597348265690739966671443202107354195453447160261455762335070574091700734649663064695637155624230568389826221435924027104265099997082667424868601668910018629297057551063105	3808	0.984375	0	74	0	74	0	4
1543705191806307584624767703159430995627306028431004231853419885592442880533632106956258153485396314971841357390787427535453822744625924611455129155853947716345460194877253987886061010506263921445922559612087872508696245463038721664126287751668459733364144359577787150622066798512991777925584794812854227908116361053697179044737808473737443542227764909141428268746010497033067656617863359654632937329727291474727206203382062289077904386962446690730594917577323955881040897470719905976013205384754044538997719032184667253651126002733562202024411433014094442151796948618315256244305097609510533878172644525181190673864953241507103476666932302979675384740212753570137028698440231580431451045939050689313627881700053896148678598535041266295134400206193361647642835997142919195793198554798241691220270148993223958912016006195058513900735490814445597924109143593941088433628233254138010699299674504766560323981411389842333263730516688638296535440013115796841139744301788175997487925657446455967610506582623654324671217898129875498627996152351357957242649554857179527197274838897516615434572880774864769016189497723912978452309756677231260664501244266355	3808	0.996094	0	104	0	104	0	5
1457781064459114135432288257613071588007038453940465576345084675245327721247211128230096454573946819049445246168825731079949998147613202784979648205097301620961293761495099206007817382316712418646257751301007683353579346847553445453375474719853152338101222828992216831762144454353031715969490578650855454152867184186404587209569285162440150270653390695282997596845453728504030455613660385962843706467006057378738793088404648668506467110282382329427647484673007845802941179752586431220509796314017009338588934432562084422021968789750666074463897289251446587743552862469032149294864253299363449355150940919053740405819410449793152765397856220654161831271034230720893589170031130445193324680914369251237557670214208675476688395851240398507231861164515620548711903502590860665687440910895734631913041447616688713469718802342413936907040991667990269145964016032995480698763391838549922333306683182190962818661696549854940711568024531377468711630931190202587211209869563549023972008261040494394430446359742592778108075856365098349394013177530898668990119563123744613410902609537707141785624741597779162663705497334014326207633101625027139134053038370361	3808	1.000000	0	547	0	547	0	30


1789073822428788916801601323384434480253979297193883215731977226465988464647434560915398123333483989266730893679215551819898710694347978567801104434179163391831249534099927192779980908117637192736974181908940225096421091522281743257637456537651749225236161756556109131185945657789443330118766018504041353891967705832139385288003175453567846069857357681946386713030968734573472731717995238702557515279340093269398824222684193375419297548548875194700952815082715146638253729858677123608932948287569540435880314323156917506650513397263373454257224074417870064120491015706377334623090566103815486809049483912355959276280550367332500429103267130612519693449061029326125548823227649165885322626292620809856307815215578037817499391541733951672478508514273596590080635801539532792134651858706337832361716295937649840313692490117831940425552910189962200435202498345592500269212982162504061033069827713997347976915026707731372925438452262873247071556106772590534876590677080888181662487343006615335619811255271743099486525035116976320688576802855257190306868682152902928286076814420183665218368662826855501824776414454164459193963157534624969003680952685055	3808	0.996094	0	91	0	91	0	5
1936045160991271166162301058326150158015719265947618133461827572445799324129653477108778301296669564756470648343792983373264879104921299434437181939717092546557076086623527151349484948454323179423804218308584562628108452415102183121642103010642796306293781214363237586955534382204036649452218635302720271697800209456073192312564303490772657132485323656884967401674356634413194210506600091613244835698830889488395085256583021743553796235889822693423482152934483671016573038703993650204448895917431437651532429015713969688848744392937455320195848961574889513875999514341374216911292149389283578604429972546825309546372784394825688575175900563856564590718649142862790981225778912685472239349386016866190202756401379800444156657146673114727018299240667863542599077053995340035962814346580224687106935082364015906274208713476581074846996304149064239554522683387997810400025290402995309332332680180647812378327083157212650847524520714773291739168723519417642251799802074660613232060290704098382053412978623964520773039937737643511880090460741103996489505549441634391848410975779641595831639690586146135823761523102196793237410230674954262900887845661509	3808	0.996094	0	90	0	90	0	5
